coral_uid,host_species,host_species_md,cohort_label,taxon,taxon_label,n_months,n_present,total_count,metric,value
14Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,9,0,0,Occurrence,0
14Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,9,0,0,Mean abundance,0
14Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,9,0,0,Intensity,NA
14Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,9,3,6,Occurrence,0.3333333333333333
14Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,9,3,6,Mean abundance,0.6666666666666666
14Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,9,3,6,Intensity,2
14Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,1,2,Occurrence,0.058823529411764705
14Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,1,2,Mean abundance,0.11764705882352941
14Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,1,2,Intensity,2
14Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,14,28,Occurrence,0.8235294117647058
14Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,14,28,Mean abundance,1.6470588235294117
14Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,14,28,Intensity,2
14Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,5,1,2,Occurrence,0.2
14Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,5,1,2,Mean abundance,0.4
14Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,5,1,2,Intensity,2
14Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,5,5,9,Occurrence,1
14Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,5,5,9,Mean abundance,1.8
14Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,5,5,9,Intensity,1.8
14Pd5_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
14Pd5_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
14Pd5_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
14Pd5_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,13,22,Occurrence,0.7647058823529411
14Pd5_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,13,22,Mean abundance,1.2941176470588236
14Pd5_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,13,22,Intensity,1.6923076923076923
14Pd5_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,4,8,Occurrence,0.4444444444444444
14Pd5_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,4,8,Mean abundance,0.8888888888888888
14Pd5_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,4,8,Intensity,2
14Pd5_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,9,18,Occurrence,1
14Pd5_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,9,18,Mean abundance,2
14Pd5_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,9,18,Intensity,2
14Sp1_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
14Sp1_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
14Sp1_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
14Sp1_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,8,12,Occurrence,0.47058823529411764
14Sp1_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,8,12,Mean abundance,0.7058823529411765
14Sp1_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,8,12,Intensity,1.5
14Sp1_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,5,0,0,Occurrence,0
14Sp1_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,5,0,0,Mean abundance,0
14Sp1_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,5,0,0,Intensity,NA
14Sp1_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,5,0,0,Occurrence,0
14Sp1_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,5,0,0,Mean abundance,0
14Sp1_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,5,0,0,Intensity,NA
14Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
14Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
14Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
14Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,14,25,Occurrence,0.8235294117647058
14Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,14,25,Mean abundance,1.4705882352941178
14Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,14,25,Intensity,1.7857142857142858
14Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,11,0,0,Occurrence,0
14Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,11,0,0,Mean abundance,0
14Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,11,0,0,Intensity,NA
14Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,11,10,19,Occurrence,0.9090909090909091
14Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,11,10,19,Mean abundance,1.7272727272727273
14Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,11,10,19,Intensity,1.9
14Sp3_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
14Sp3_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
14Sp3_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
14Sp3_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,13,26,Occurrence,0.7647058823529411
14Sp3_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,13,26,Mean abundance,1.5294117647058822
14Sp3_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,13,26,Intensity,2
14Sp3_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,3,0,0,Occurrence,0
14Sp3_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,3,0,0,Mean abundance,0
14Sp3_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,3,0,0,Intensity,NA
14Sp3_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,3,3,6,Occurrence,1
14Sp3_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,3,3,6,Mean abundance,2
14Sp3_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,3,3,6,Intensity,2
14Sp4_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,3,12,Occurrence,0.17647058823529413
14Sp4_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,3,12,Mean abundance,0.7058823529411765
14Sp4_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,3,12,Intensity,4
14Sp4_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,10,32,Occurrence,0.5882352941176471
14Sp4_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,10,32,Mean abundance,1.8823529411764706
14Sp4_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,10,32,Intensity,3.2
14Sp4_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,5,0,0,Occurrence,0
14Sp4_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,5,0,0,Mean abundance,0
14Sp4_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,5,0,0,Intensity,NA
14Sp4_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,5,3,6,Occurrence,0.6
14Sp4_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,5,3,6,Mean abundance,1.2
14Sp4_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,5,3,6,Intensity,2
14Sp5_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
14Sp5_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
14Sp5_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
14Sp5_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,11,21,Occurrence,0.6470588235294118
14Sp5_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,11,21,Mean abundance,1.2352941176470589
14Sp5_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,11,21,Intensity,1.9090909090909092
14Sp5_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,11,0,0,Occurrence,0
14Sp5_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,11,0,0,Mean abundance,0
14Sp5_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,11,0,0,Intensity,NA
14Sp5_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,11,6,13,Occurrence,0.5454545454545454
14Sp5_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,11,6,13,Mean abundance,1.1818181818181819
14Sp5_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,11,6,13,Intensity,2.1666666666666665
14Sp6_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,12,0,0,Occurrence,0
14Sp6_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,12,0,0,Mean abundance,0
14Sp6_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,12,0,0,Intensity,NA
14Sp6_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,12,7,11,Occurrence,0.5833333333333334
14Sp6_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,12,7,11,Mean abundance,0.9166666666666666
14Sp6_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,12,7,11,Intensity,1.5714285714285714
14Sp7_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,14,0,0,Occurrence,0
14Sp7_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,14,0,0,Mean abundance,0
14Sp7_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,14,0,0,Intensity,NA
14Sp7_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,14,6,11,Occurrence,0.42857142857142855
14Sp7_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,14,6,11,Mean abundance,0.7857142857142857
14Sp7_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,14,6,11,Intensity,1.8333333333333333
1Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,2,3,Occurrence,0.11764705882352941
1Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,2,3,Mean abundance,0.17647058823529413
1Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,2,3,Intensity,1.5
1Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,14,27,Occurrence,0.8235294117647058
1Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,14,27,Mean abundance,1.588235294117647
1Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,14,27,Intensity,1.9285714285714286
1Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,6,12,Occurrence,0.5454545454545454
1Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,6,12,Mean abundance,1.0909090909090908
1Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,6,12,Intensity,2
1Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,10,21,Occurrence,0.9090909090909091
1Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,10,21,Mean abundance,1.9090909090909092
1Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,10,21,Intensity,2.1
1Pd10_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
1Pd10_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
1Pd10_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
1Pd10_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,7,12,Occurrence,0.4117647058823529
1Pd10_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,7,12,Mean abundance,0.7058823529411765
1Pd10_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,7,12,Intensity,1.7142857142857142
1Pd10_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,1,2,Occurrence,0.09090909090909091
1Pd10_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,1,2,Mean abundance,0.18181818181818182
1Pd10_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,1,2,Intensity,2
1Pd10_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,11,24,Occurrence,1
1Pd10_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,11,24,Mean abundance,2.1818181818181817
1Pd10_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,11,24,Intensity,2.1818181818181817
1Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,1,1,Occurrence,0.058823529411764705
1Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,1,1,Mean abundance,0.058823529411764705
1Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,1,1,Intensity,1
1Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,12,19,Occurrence,0.7058823529411765
1Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,12,19,Mean abundance,1.1176470588235294
1Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,12,19,Intensity,1.5833333333333333
1Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,4,0,0,Occurrence,0
1Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,4,0,0,Mean abundance,0
1Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,4,0,0,Intensity,NA
1Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,4,4,8,Occurrence,1
1Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,4,4,8,Mean abundance,2
1Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,4,4,8,Intensity,2
1Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
1Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
1Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
1Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,7,13,Occurrence,0.4117647058823529
1Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,7,13,Mean abundance,0.7647058823529411
1Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,7,13,Intensity,1.8571428571428572
1Pd3_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,0,0,Occurrence,0
1Pd3_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,0,0,Mean abundance,0
1Pd3_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,0,0,Intensity,NA
1Pd3_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,6,12,Occurrence,0.6666666666666666
1Pd3_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,6,12,Mean abundance,1.3333333333333333
1Pd3_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,6,12,Intensity,2
1Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
1Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
1Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
1Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,4,4,Occurrence,0.23529411764705882
1Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,4,4,Mean abundance,0.23529411764705882
1Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,4,4,Intensity,1
1Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,0,0,Occurrence,0
1Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,0,0,Mean abundance,0
1Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,0,0,Intensity,NA
1Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,1,1,Occurrence,0.09090909090909091
1Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,1,1,Mean abundance,0.09090909090909091
1Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,1,1,Intensity,1
1Pd5_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,12,34,Occurrence,0.7058823529411765
1Pd5_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,12,34,Mean abundance,2
1Pd5_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,12,34,Intensity,2.8333333333333335
1Pd5_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,13,47,Occurrence,0.7647058823529411
1Pd5_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,13,47,Mean abundance,2.764705882352941
1Pd5_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,13,47,Intensity,3.6153846153846154
1Pd5_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,9,18,Occurrence,0.8181818181818182
1Pd5_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,9,18,Mean abundance,1.6363636363636365
1Pd5_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,9,18,Intensity,2
1Pd5_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,10,22,Occurrence,0.9090909090909091
1Pd5_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,10,22,Mean abundance,2
1Pd5_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,10,22,Intensity,2.2
1Pd6_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,7,24,Occurrence,0.4117647058823529
1Pd6_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,7,24,Mean abundance,1.411764705882353
1Pd6_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,7,24,Intensity,3.4285714285714284
1Pd6_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,8,36,Occurrence,0.47058823529411764
1Pd6_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,8,36,Mean abundance,2.1176470588235294
1Pd6_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,8,36,Intensity,4.5
1Pd6_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,4,8,Occurrence,0.4444444444444444
1Pd6_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,4,8,Mean abundance,0.8888888888888888
1Pd6_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,4,8,Intensity,2
1Pd6_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,6,18,Occurrence,0.6666666666666666
1Pd6_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,6,18,Mean abundance,2
1Pd6_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,6,18,Intensity,3
1Pd7_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
1Pd7_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
1Pd7_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
1Pd7_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,6,13,Occurrence,0.35294117647058826
1Pd7_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,6,13,Mean abundance,0.7647058823529411
1Pd7_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,6,13,Intensity,2.1666666666666665
1Pd7_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,8,1,1,Occurrence,0.125
1Pd7_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,8,1,1,Mean abundance,0.125
1Pd7_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,8,1,1,Intensity,1
1Pd7_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,8,7,16,Occurrence,0.875
1Pd7_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,8,7,16,Mean abundance,2
1Pd7_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,8,7,16,Intensity,2.2857142857142856
1Pd8_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
1Pd8_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
1Pd8_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
1Pd8_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,6,12,Occurrence,0.35294117647058826
1Pd8_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,6,12,Mean abundance,0.7058823529411765
1Pd8_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,6,12,Intensity,2
1Pd8_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,2,4,Occurrence,0.2222222222222222
1Pd8_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,2,4,Mean abundance,0.4444444444444444
1Pd8_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,2,4,Intensity,2
1Pd8_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,8,18,Occurrence,0.8888888888888888
1Pd8_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,8,18,Mean abundance,2
1Pd8_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,8,18,Intensity,2.25
